Customer_ID,star rating,Day,Month,Year, Seat Type,Departure,Arrival,Via,traveler_types,country,status,reviews
398,1,20,March,2022,Economy Class,Providence , San Antonio , Atlanta     ,Business,United States, Trip Verified ,"  3rd time flying Delta this year, and for the 3rd time Delta didn't get my TSA Pre-Check on my tickets (they've blamed me for the problem, but I've had no problems with any other airlines). For the 3rd time both of my flights were delayed, sat on the tarmac in Atlanta for an hour. Staff in the terminal were condescending, staff on the plane were non-existent. Once again a completely horrible experience with Delta."
399,2,20,March,2022,Economy Class,Savannah , Atlanta        ,Direct Flight,Solo Leisure,South Korea,Not Verified ,"  Worst service. I called Delta trying to change my flight but every person who got my call was not helping me at all. Changing to automated service without even answering my question and etc. There was an error but no one knew how to solve the problem, and I am still trying to figure out why I have 2 different tickets and if it is confirmed or not. This has been going on for 6 hours and I am not going to pay another thousand dollars for this. The call takes at least 30 minutes to reach but nobody seems to be actually trying to help. Worst airline ever."
400,10,20,March,2022,Economy Class,Daytona Beach , Atlanta        , Atlanta     ,Solo Leisure,United States, Trip Verified ,"  I missed my connector flight traveling from Savannah, Ga to Atlanta. The plane landed at 10:30 and we could not get off the plane due to ramp not being accessible. I was traveling for a funeral, that I missed because of this inconvenience. I would like to be compensated for being inconvenienced."
401,5,19,March,2022,Premium Economy,New York JFK , Palm Beach     ,Direct Flight,Business,United States,Not Verified ,"  It has now been over 36 hours since I landed in Dallas. Unfortunately my bags arrived two hours later than I did. I still do not have bags. Between two of us we spent hour after hour on the phone and computer trying to get our bags. Two different phone numbers we found had wait times of 4.5 hours and 3 hours and the messaging system had a wait time of 3 plus hours and the system kicked us off before we could have a chat. The baggage claims woman in DFW could not have been much ruder. I arrived at 11:00 p.m. They said they could not deliver after 10:00 p.m. but they would deliver the next morning. They gave us no call or text or email and no number to call them in DFW. I have been a multi-million miler for almost 30 years. I don't fly much now but there is no customer service in Delta any more. Absolutely no one to actually talk to. Even with this matter, they simply said it is a 3rd party delivery company and basically washed their hands of us. Update. The bags just arrived. They were delivered by someone who is actually in the pool service business. He had no idea of the history of the bags he was just an occasional driver when his other business is slow. I gave him a $20 tip because none of this was his fault. I place the blame strictly on Delta."
402,1,19,March,2022,Premium Economy,Miami , Atlanta        ,Direct Flight,Couple Leisure,United States, Trip Verified , Even though there were delays due to rough weather I could not be more impressed with the Delta personnel. Friendly and helpful. Service with a smile. I so appreciate that! The Delta Seats in the plane are more comfortable then other seats with more legroom especially in Comfort +. I try to fly Delta when I can because of the good experiences.
403,1,19,March,2022,Economy Class,West Palm Beach , Atlanta        ,Direct Flight,Solo Leisure,United States, Trip Verified , Terrible punctuality. Delays which are not weather related. Not explained as to reason why. No available alternatives. Unconcerned employees. The flights are always over booked. Stressful boarding. Never sure youâ€™re going to be able to board.
404,4,18,March,2022,Economy Class,New York La Guardia , orlando       ,Direct Flight,Solo Leisure,United States, Trip Verified ,"  Unacceptably rude workers that check your bag. The worker was hard to understand and gave me attitude because my bag was over weight. I decided to pay the extra $130 when she originally said it was going to be $100. She would not allow me to use my dads credit card bc his name was on it and flung the card back at me and was rude and said would not allow me to use it. There was no reason for the amount of disrespect I got after paying that much money. Terrible experience, will never book again."
405,4,18,March,2022,Economy Class,St Martin , Los Angeles , New York   ,Solo Leisure,United States, Trip Verified ," West Palm Beach to Atlanta. Worst experience ever with airlines! Staffing is unacceptably rude. Had a flight supposed to leave from West Palm Florida at 8:00pm to Atlanta and then from Atlanta to Cleveland. Flight got delayed until 9:45 to where we were to miss the connection flight. Made the exception to fly out the next morning at 7:15am and there was no refund, hotel, food or any compensation to these issues. It is the worst airline I have ever flown through and this was my first time experiencing them and it will be my last!"
406,1,18,March,2022,Economy Class,St Louis , Salt Lake City , Spokane   ,Family Leisure,United States, Trip Verified ,"  If you can, do not fly Delta. they are understaffed and do not go out of their way to do the right thing for their customers. Flying out of Orlando, Delta canceled our flight to New York, and they gave us no reason why, which led to us having to drive 4 hours to the next available airport to get a layover flight to Georgia then New York. Then when flying out of New York after our vacation, Delta canceled almost all of their flights due to staffing issues. Delta is on their way down, so do not depend on them for flights where time is of the essence. Once on the plane, the screens and staff are nice accommodation but you have to be on the plane first to enjoy this."
407,10,18,March,2022,Economy Class,Not Specified,Not Specified,Direct Flight,Couple Leisure,Australia, Trip Verified ,"  One of the worst airline I ever flew with. My wife and I flew from St Martin to LA , via NY. Delta web allowed us to make a booking that made catching the connecting flight impossible in NY. At the help desk at list 70 people were waiting, most of them international travelers. We asked the person at the desk if we could be looked after before the international travelers so we could catch the next flight to LA, leaving in 2 and half hour time. We were flatly refused and sent to the end of the queue. Surely we missed the next flight, after standing in a queue for more than 2 hours. The next available flight was next morning at 10.30 am. By right we should have been provided with accommodation, but no, we had to spend the night at the airport (my wife and I are 70 years old). They gave us a 60$ food voucher for two. Next morning we were able to leave earlier at 7 am, thanks to a much nicer person. Arriving in LA, we learned that they lost our baggage. We got them back 2 days later, just a few hours before our flight was leaving to Australia. Out of the four baggage three of them were damaged , I mean destroyed. Making a claim seams to be impossible on Delta's web. If you do not like stress, avoid this airline."
408,1,16,March,2022,Economy Class,Not Specified,Not Specified,Direct Flight,Solo Leisure,United States,Not Verified ,"  I am absolutely sickened by the service we have received from Delta Airlines today. Leaving our home at 1am to make it to the airport in St Louis early for the flight, my mom was greeted with a 1.5 hr wait at the bag check and ticket desk. She didn't even make it to security. Once they finally addressed the 50+ people waiting in line, it was to tell them all that after their hour and a half wait the plane(s) had left without them. They stranded 50+ people at the airport. And when they told my mom the lady at the counter scoffed at her as if it had been her fault! I spent 7 hrs on the road this morning having to go back to pick her up after their failure. After contacting the chat online I was transferred to two different agents who told me three different stories. Ultimately I was told I have to call in not use chat (after 2 hrs of chatting) and call in to receive a 4 hr wait time on hold! Still on hold. So here's one for you Delta Air Lines, today because of your horrific customer service: My mother was disrespected in public by your rude employee. I lost $75 worth of gas I lost $625 of potential income for the time I spent having to travel to and from unnecessarily due to your failure I put just short of 500 miles on my car. My mother will not get to go see her first grandchild until we receive your ""possible"" refund in at the earliest 7 business days, too bad this week was the only time available in our family's schedule. So here's to you Delta. We will never fly with you again and will be sharing our story far and wide. You can bet on it! Update: 4 hrs on hold and they closed for the night without answering my call. Update: after holding another hour and a half this morning to Delta. We found out the lady at the airport didn't refund the ticket! Also they will not make this right and said compensation is not due to us."
409,1,15,March,2022,Economy Class,Toronto , Los Angeles , Atlanta     ,Solo Leisure,Canada, Trip Verified ,"  Flying from Toronto for a 6.15am flight, we boarded the plane and unfortunately had a delay for 2 hours. Everyone was seated and did not leave the plane until the mechanics could be fixed, which allowed us to finally take off at 8.45am. The plane could have been more thoroughly checked before boarding. When I called Delta, I had originally asked for a flight change 24 hours before my flight due to change of travel plans and the fee was $384 to change to a new date one week later. Suddenly, the Delta airlines rep let me know that I can have the flight change for free since I had a bad experience originally on the first flight and long wait time."
410,1,15,March,2022,Premium Economy,Miami , Atlanta        ,Direct Flight,Couple Leisure,United States, Trip Verified ,"  Let me start by saying I love Delta Air Lines. They get the max when it comes to the star category. Appearance great, service great, reps from - Miami (Ruben B) from the ticket area -such a wonderful human being. The flight attendants colors are great theyâ€™re professional and neatly dressed. Iâ€™ve loved this brand for years. "
411,3,14,March,2022,First Class,Atlanta , Providence        ,Direct Flight,Solo Leisure,United States, Trip Verified ," So I was scheduled to leave on 3/12/2022, they canceled my flight, every Delta representative was extremely rude except for the wonderful ladies at baggage claims in the Atlanta airport who worked the very early morning shift. I then come back today which is 3/13/2022 and my rebooked flight does not show on the departure board so I get in line to make sure and again was treated rudely. Before I could get out of the way they called up the next person. If this is how Delta allows the representative at airports to behave then they need a whole retraining course."
412,2,14,March,2022,Economy Class,Midway , Minnesota , Des Moines     ,Business,United States, Trip Verified ," This has to be the worst experience ever. I booked a first class flight a week ago to make it back to work on time, and the flight took 2 hours to leave causing me to miss my second flight. Itâ€™s 9.17 pm now Iâ€™m stuck here overnight in the airport til 10.45 am and Delta said no hotel rooms. I will never fly Delta again and if you're reading this please donâ€™t cause yourself the headache, go to a different airline."
413,1,14,March,2022,Economy Class,Punta Cana , Raleigh Durham       ,Direct Flight,Couple Leisure,United States,Not Verified ,"  I would rather attempt to float to my international destination on a Dollar Tree pool noodle than ever fly Delta again. Hands down the worst, most inhumane flying experience weâ€™ve ever had. Flights changed at the last minute, multiple reps giving us completely different info, a missed connection due to an unexplainable delay (literally no one would tell us why despite asking everyone), and ultimately left stranded overnight at JFK w/ no hotel accommodation for a flight scheduled 13.5hrs after we passed security. And this was after being promised hotel accommodations by a Delta gate agent in Punta Cana. Reprehensible service all around."
414,10,13,March,2022,Economy Class,Ft Lauderdale , Atlanta        ,Direct Flight,Solo Leisure,United States,Not Verified ,"  Today was the worst Delta experience of my life. When I arrived to the airport, I stood in the baggage drop off line for about 2 hours. Then my flight 1217 was over 2.5 hours delayed. Then when we finally arrived to Atlanta, GA it took us another 30 mins because there were no people at the gate to guide us in. I typically donâ€™t write reviews for one bad experience, but I would have rather have taken Spirit Airlines today."
415,10,13,March,2022,Economy Class,Brunswick , Washington        ,Direct Flight,Solo Leisure,United States,Not Verified ,  The worse experience I've ever had. The crew members are rude. One of the crew members I approached give me an attitude and would not answer my questions. I had to wait for hours only to understand I would miss my connecting flight. I will not fly with Delta ever again. Delta needs to provide training to their crew members with attitude problems.
416,1,13,March,2022,First Class,Memphis , Cancun        ,Direct Flight,Couple Leisure,United States,Not Verified ,"  I will never fly with Delta again. This has been the worst travel experiences of my life. They left from Memphis, TN an hour and a half late because we were waiting for 2 passengers. Our connecting flight to Mexico left early with 1/3 of its passengers not on board. The earliest flight they will give us is Monday, which means we miss 3 full days of our scheduled vacation."
417,1,13,March,2022,Economy Class,Shanghai , Detroit , Seoul      ,Business,United States,Not Verified ,"  Honestly, my best flight with an American carrier in my whole life. I'm flying on the Delta One suite on their new A350-900. Well, the value for money wasn't great with the new pandemic regulations, so that is acceptable. To start it off, the cabin crew was great, just like the old times. Friendly and caring, showing that they really like their job and they are enjoying what they are doing. Off to a great start. A flight attendant specifically, has shown care and compassion throughout the flight to us. Off to a great start, Delta. Now, talking about comfort. The Delta One suite offered a comfortable space. I'm not tall, so I didn't experience any discomfort. It was heading straight, except for some curves which some other premium cabins consider for their business/first suites. Heading over to entertainment. It was truly a great variety, featuring all genres of movies and even new releases! But the music had its limitations, even by having a collaboration with Spotify. But it was good nonetheless. Wi-Fi wasn't connecting to my laptop, but it connected to my phone without a problem. Now talking about the food. It was absolutely delicious with its really premium feel to it, with 3 options. We were served lunch and breakfast. Between both meals, we could have snacks at any time if we felt hungry. Well, to conclude, this really was a great experience that absolutely blew my mind. Will for sure be flying with Delta again. See you next time Delta Air Lines!"
418,1,12,March,2022,Economy Class,Oklahoma City , Montego bay , Atlanta    ,Family Leisure,United States,Not Verified ,  We left Oklahoma 45min late. Then we get to Atlanta to change flights and our connecting flight is delayed by 2 hrs. One hour before our delayed flight is due to depart we get delayed again by an additional 2 hrs. Our new departure time is 1hr past the time we should have arrived at our destination. We have missed a whole day of vacation!
419,3,12,March,2022,Economy Class,Billings , Salt Lake City      ,Direct Flight,Family Leisure,United States,Not Verified ,"  Absolutely terrible. We were waiting to check our two bags while traveling with our large family of 6 for a week, and they told us that they couldnâ€™t check anymore bags after working so slowly that we might already miss our flight before they dropped the ball. After giving us a card to call with an invalid number they refused to help us and then couldnâ€™t actually check through security. Everyone was extremely rude before we got to the plane and they did nothing to accommodate our trip. Flight attendants were very sweet but that was about it. Would absolutely choose to never fly delta again. Getting to the airport an hour well before our flight made no difference than if we showed up 5 minutes before take off. Horrible way to start our vacation."
420,1,12,March,2022,Economy Class,Reno , San Diego , Los Angeles    ,Family Leisure,United States, Trip Verified ,"  This has been the most horrific travel experience our family has ever had. If we flew Southwest, we would have made it from Reno to San Diego in an hour and twenty minutes. However, thanks to Delta we've spent the last 8 hours traveling due to delayed flights, rude staff, and a the most chaotic, inefficient boarding system I've ever witnessed. In Los Angeles, they had five flights departing from the same gate. So after our first flight being delayed two hours, we figured we would miss our connection. However, due to the horror show at our connecting gate, we ended up two hours delayed again. The worst part was seeing the gal at the gate being rude and snippy to an elderly gentleman who was confused (like the rest of us) why five different flights were at the same gate and they were all behind. I will never book with Delta again. We could have drove faster. Don't waste your money or sanity with these folks."
421,1,11,March,2022,Economy Class,Dallas , Salt Lake City      ,Direct Flight,Family Leisure,United States, Trip Verified ,"  I have a family of 5. When we booked flight it did not let us choose seats. But we did look on website where it said that Delta tries to place families together. Once we received our seat assignments a couple days before flight we all 5 had random seats not one together. We called Delta, they stated get there really early and if you are the first they have a back row that they may be able to give. So we arrived 3 hours early before flight. Just to find out that at the gate they would not talk to us till 1 1/2 hours prior to flight. Then finally they talk to us and we tell them she says they are over booked I said thatâ€™s fine if we could at least get one of us with my youngest we will be ok. She said I will call my supervisor see what we can do to seat all together or at least 2 of you. Tells me to sit and she would let me know. So I sit and I see other family of 5 show up and talk to her after me. And she never comes back and says anything to me but the other family got to sit together. I would of been fine even if she would have at least came back to tell me hey Iâ€™m sorry we could not get you to sit with your youngest but the fact that she just said nothing really upset me. Every other flight I have take American Airlines spirit has never separated my family as bad as this airline did. I will never fly Delta again just for the fact of waste of time they made me do and the no care to even communicate with me."
422,10,10,March,2022,Economy Class,Orlando , Detroit        ,Direct Flight,Family Leisure,United States,Not Verified ,"  After waiting on the runway for almost 2 hours to have the crew turn around and cancelled the flight due to crew in flight too long. The flight was from Orlando to Detroit! The crew knew it wouldn't take off before they loaded the crew. It wasn't even raining and flights after ours left before us but we got shut down. Wife and I lost a day's work, had nowhere to go and 2 kids under 5 with us. Just a joke and terrible excuse was due to safety. Won't be flying Delta anymore."
423,1,9,March,2022,Business Class,Calgary , Tampa , Atlanta      ,Solo Leisure,United States, Trip Verified ,"  Returning back to the US from Calgary is by the worst travel experience I've ever had. I got to the Airport 4 hours early to experience a horrendous line at WetJet. When I finally got to an agent to check in I was informed they could see my reservation, but could not let me board because there was an error from Deltas side... WestJet tried to fix however, I was told I needed to call Delta as it was from their end.. by this time I have less than 1.5 hours to board my flight to ATL. I tried calling Delta and there was a 3 hour hold time. I did not have time to wait on hold, I went back to the ticket counter and they said they only way I could get on the plane was to buy another ticket at $350 for a trip that was already paid for back in October! I was told I would have to retrieve my bag in ATL and recheck-in. On arrival in ATL went to get my luggage - no luggage! Went to get my boarding pass back to Tampa, it cost me an additional $78.72 and I experienced the most unprofessional and rude customer service I've ever had. When I tried to explain what happened, they made me feel like I had something wrong. After over 8 hours on hold this morning with Delta, I finally got a representative on the line and she said this is a WestJet issue, when I spoke with WestJet yesterday, they said this is a Delta issue because I booked through Delta.  I see nobody is going to be accountable or take responsibility for incompetence. So now I'm out over $400.00 for a trip that was booked and paid for in October and have no luggage."
424,1,8,March,2022,First Class,New York , Paris       ,Direct Flight,Couple Leisure,United States,Not Verified ,  Delta one suites are the worst. Total rip off. Promoted as an amazing new product with privacy. Yes you have privacy but you are in a coffin. The seats are narrow and bottom half of your body goes into a 2x2 coffin with no ability to lie on side or move your legs. I would never fly again.  Better Air France or American Business Class. Changing my return flight home.
425,1,7,March,2022,Economy Class,Miami , New York       ,Direct Flight,Business,Spain, Trip Verified ," Buyer beware. There are no benefits to flying first class with Delta. No lounge access, ""lunch"" was a revolting microwaved to death rancid piece of chicken, and the seat no better than an emergency exit seat. No separate cabin. Quite how they get away with this given their misleading marketing is beyond me. Avoid avoid avoid. Rip off merchants."
426,5,6,March,2022,Economy Class,Melbourne , Norfolk , Atlanta      ,Solo Leisure,United States,Not Verified ,"  My day started with my 1st flight out of Melbourne with what started as a hour delay ended in a 6 hour delay with me missing my connection in Atlanta. Upon rebooking, I was assigned a new seat not of my choosing. There was no changing, no discussion, nothing, take it or leave it. Since Delta inconvenienced me at least they could have allowed me to keep my same like seat, ex. aisle for an aisle or window for a window. I usually don't fly Delta and have heard horrible stories from my friends. This experience has made me regret choosing to do so this time."
427,1,6,March,2022,Premium Economy,Minneapolis , Sioux Falls       ,Direct Flight,Solo Leisure,United States,Not Verified ,"  Absolutely horrible experience. Left 30 minutes late due to to the runway being busy and then when landed after the quick 36 minute flight, waited on the ground at Sioux Falls for over 1.5 hours fir a gate. Unbelievable. I would have got to Sioux Falls an hour earlier by just driving."
428,1,5,March,2022,Economy Class,Atlanta , Montego Bay       ,Direct Flight,Family Leisure,United States, Trip Verified ,"  Beware Delta. New thing is to re-assign your seat. In our case it meant from an aisle in row 16 to a middle seat in row 26. Whatâ€™s worse, no warning given. You learn as you board. Oh and it doesnâ€™t matter that you are a Gold traveling with a Diamond. To make matter worse, the gate agents get loud to embarrass you on the flight for asking what happened, and basically are rude and smug. They do nothing but almost mock you for being upset realizing you can do nothing about it. Fortunately other airlines are beginning to increase routes so even from Atlanta you donâ€™t have to be stuck in Delta. Terrible experience."
429,2,5,March,2022,Economy Class,Atlanta , Portland        ,Direct Flight,Business,United States, Trip Verified ,"  I checked in for my flight from ATL to PDX. I checked 1 bag ($30 fee) and was provided a boarding pass (seat 31A). I made it through security and waited at the gait for boarding. Once my boarding group was called I made it to the gate and was told someone was already seated in my seat and I needed to go to customer service. They couldn't or wouldn't assist and I was directed to a bank of phones to rebook a different flight (my flight that I had a seat for was full). After about a 40 minute process I was rebooked on a different flight - leaving 10 hours later and getting in at 10pm (my original flight was supposed to get in at noon). The phone agent suggested I go to an 11:15 flight to SEA to see if I could do standby and then onto PDX from there. Once I arrived at the gate they started the process, but after a few minutes said it was too difficult, there were only middle seats available and if I wanted to go forward with the standby it would cost $75. Wanting to save time I gave them my credit card and asked to be on standby. A few more minutes went by and the gate agent informed me that it was going to take too long and she could not do it. When providing a customer, a previously very loyal customer, a seat on an aircraft it a contract between the customer and the airline. This contract was broken - not only did Delta give me seat away that I paid for in good faith. They also wasted hours of my time, which is more of an issue. We are avid travelers and fly at least 20-30 times per year for both personal and business travel. Therefore, we feel we know how to navigate air travel."
430,1,3,March,2022,Business Class,Seattle , New Orleans       ,Direct Flight,Couple Leisure,United States, Trip Verified ," Never again. Flew from Seattle to New Orleans with layovers on both flights (4 separate flights in total) and had an awful experience on all of them. Attendants blatantly ignoring the service light (happened on two flights), seats changed to the absolute back next to the bathrooms. Split up from my fiance twice - wifi not working on two flights Thoughts: Delta used to be one of the best. They are trash now, unattractive service is the only way to describe it. They just don't care, flying is supposed to be an awesome experience to see family or new places, and they just don't care."
431,1,2,March,2022,Business Class,San Juan , Atlanta        ,Direct Flight,Business,United States, Trip Verified ,"  Absolutely ridiculous that you cannot upgrade me to sit next to my husband as much as I fly. Both seats were open and available when I upgraded my husband's seat, Then for whatever excuse you want to give, I was unable to upgrade and sit beside him.  I have been very loyal to Delta in my travels. I have not complained about the 4 hour delays and flight cancelations of late, and I feel Delta does not seem to care about loyalty. So disappointing. This is the only time my husband has flown with me and I've been shown nothing but disrespect this entire trip."
432,1,2,March,2022,Economy Class,Paris , Houston        ,Direct Flight,Couple Leisure,United States, Trip Verified ,"  Delta cancelled this flight and after a time agreed that I (my wife) was due a refund, which they say they sent to me on December 28th, 2021. Two and one half months later, still no refund. I have spoken to them on no less than 8 different occasions, filed notices, received Case numbers etc. etc. No amount of calls or texts or emails can persuade anyone to tell me where my $3,879 refund is."
433,1,28,February,2022,Economy Class,Salt Lake City , Anchorage Alaska , Salt Lake City ,Couple Leisure,United States,Not Verified ,"  Delta Airlines are absolutely not customer friendly, it's all about taking your money. My flight was scheduled 4 months in advance, then I get notice of a change in the flight and I try to cancel my flight, apparently Delta can change things and the customers can not. I tried to get a refund still three and a half months out from my departure date and Delta refuses unless cancelled within 24 hours. The flight that I was on was 90% full and it could very easily be filled in the next three and a half months but even so they are going to keep my money."
434,1,28,February,2022,First Class,New York JFK , Savannah      ,Direct Flight,Solo Leisure,United States, Trip Verified ," Absolutely horrible. Seats are dirty. Tables are dirty. AC does not work for multiple seats. Plane has a horrible smell. Crumbs and filth all over the floor and arm rests. Flight attendants are terribly rude. While boarding, someone else stuck their incredibly large luggage above my seat (this passenger was seated nowhere near me.) The flight attendant made me leave the plane to check my bag in. There were valuables in the bag (the bag and itâ€™s contents were worth over $2,500.) I asked if the persons luggage could instead be removed from my space due to this and I was again told to just â€œcheck my bag.â€ I will never fly Delta again."
435,1,28,February,2022,Economy Class,Orange County , Ft Lauderdale       ,Direct Flight,Family Leisure,United States,Not Verified ,"  I have flown Delta for the past 25 years. I have been on 3 flights with Delta in the last 4 months. Each one of these flights were terrible service. I have been surprised and shocked by the amount of bullying, lack of service or attention to passengers by 1st/business class crew members.  My last flight which was an overnight flight from LAX to Fort Lauderdale, which I booked business class. When I booked, I specifically asked if the flight had beds in the 1st/business class and I was told it did. Otherwise, I would never have spent the money I did to fly 1st/business overnight. Not only was there no bed - the seats didn't recline anymore then in the main cabin. I realize this sounds obnoxious to be complaining about 1st/business class seating. The issue is how much we pay for the seat and what it suppose to represent. Not only was there no bed or even an upgraded recliner seat, there were no blankets, no pillows, no service and a little snack in a cardboard box! It's pathetic and all under the disguise of Covid, yet all restaurants are open and serving people. Worst of all - the outbound flight was freezing. The cabin temperature was less then 65 degrees the whole trip. It was miserable! When I asked over and over for the cabin to be a bit warmer I was told how the cabin temp. was not controlled for my comfort, but rather the whole flight. I get it, but everyone was complaining. I won't even get started on the how aggressive the flight attendant was about masks up during sips of our drink. It's all shameful! I work very hard for my living, and in my business. I would never be allowed to treat my clients with so little regard. I wouldn't be allowed to bully or speak rudely to my clients either. I can't speak for everyone and by no means are all crew members bad - there are some great people out there working and doing their best each day. The issue and why I am taking my time to write this is the new lack of service, concern or care for passengers. I sincerely hope our country and these companies one day find their way beck to customer service and detailing services. Back to respect for all passengers whether 1st/Business or Main Cabin and stop looking at their profits or if they're properly diversified. Just hire the best person for the job, hold those people accountable and take care of ALL paying customers."
436,1,27,February,2022,Economy Class,Anchorage , Boston        , Seattle      ,Family Leisure,United States, Trip Verified ,"  Terrible customer service. Itâ€™s not worth it! I have tried to contact customer service three times today and waited on hold for almost six hours to file a claim about a lost phone on a Delta flight. Considering the fact that there is a time limit to submit such a claim, itâ€™s ludicrous that Delta makes it so difficult to do so. The first time I called, the person told me to call a different department and just hung up on me, the department I was told to call was the wrong one and he couldnâ€™t help, the third one just transferred me to the airport lost and found without even taking the 5 seconds to hear that I lost it on the plane. To have paid for three round trip tickets through Delta this week and to get such terrible service is a slap in the face and delta should be ashamed to employ such incompetent people."
437,1,26,February,2022,Economy Class,Baltimore , Minneapolis        ,Direct Flight,Family Leisure,United States,Not Verified ,"  My newborn daughter and I flew in November 2021. It was an emotional trip and not an easy one to take but the Delta flight attendants made it so nice. On our return trip, the stroller that we gate checked was damaged. I contacted Delta and they worked with me to get the matter resolved and they reimbursed me. They have a process that they need to follow but I had a death in the family and was unable to comply. Rather than excluding me from reimbursement because I couldnâ€™t comply, they worked with me. Delta is a huge corporation and I am one in a million customers but they treated me like I was their only one. I recommend going with Delta!"
438,1,25,February,2022,Premium Economy,New York JFK , Montego Bay     ,Direct Flight,Couple Leisure,United States,Not Verified ,"  We are Delta card holders and have always flown Delta but the increase in prices and elimination of basic fares will be ending our loyalty. Every other airline beats Delta fares and offer credit card rewards, as well. Itâ€™s a shame!"
439,1,25,February,2022,Economy Class,Minneapolis , Los Angeles ,Direct Flight,Solo Leisure,United Kingdom, Trip Verified ," Minneapolis to Los Angeles. I typically fly first class for several reasons, the first and foremost reason being that there is extra room. I was flying from MSP to LAX. My husband and I have flown this several years ago and it was absolutely miserable. The seats were so tight that we couldn't even stand up. My husband is 5'10"" and about 165 pounds. He is very physically fit. His knees were against the back of the seat in front of us. The seats were so narrow and tightly squeezed that he started to have a panic attack and got sick. Because of this previous experience on Delta, I decided to get first class, however, the ticket was about $2,500 which was out of the question for this trip. I got their ""comfort plus"" seats. I'm 5'7"" and about a women's size 12- so not huge. Their comfort plus seats are a complete rip-off. They are the exact seats as coach with about 2 inches more of knee room. That's it. I asked the desk attendant about why their comfort seats aren't larger or more spacious and she said ""you're not paying for more room, you're paying for amenities."" Really? So I paid $400 more for a bag of chips and a $1.00 set of ear phones? Yes. Theoretically, the comfort plus is supposed to get on first to get that precious bag space above the seats, but even that backfired, as they allow anyone to go on during their ""comfort plus"" seating and although I sat in row 10, my bag had to be put over seat 16 which made retrieving it after the flight a nightmare. It's clear that Delta does anything possible to give you the very least of everything for the most money they can nickel and dime you for and I will no longer fly with them. I was a loyal frequent flyer with Northwest before it became Delta. Then I was a loyal Delta flyer until they decided to pack people in like sardines and do everything possible to screw us out of more and more money. I will only fly with them if they are the last resort and would even take the ""budget"" airlines over Delta now."
440,2,22,February,2022,Economy Class,Kansas City , Ft Lauderdale       , Atlanta    ,Couple Leisure,United States,Not Verified ,"  I fell asleep on the flight and my mask came down under my nose. They woke me up to put my mask over my nose. I went back to sleep and it happened again. After being harassed by not one but 3 flight attendants, they had a red coat pull me aside once we landed and barade me some more. They even threatened to kick me off of the next flight if I didn't sit there and take it. I'm comfortable with the fact that I will never fly with them again. I knew I should have flown on Southwest."
441,1,22,February,2022,Economy Class,Miami , Huntsville , Atlanta      ,Couple Leisure,United States,Not Verified ,"  Flight from Miami arrived late in Atlanta. We (around 6 people) got to the gate 8 mins before the departure time with all other peopleâ€™s help and hustle. However door was shut and none of delta agents were willing to help. After we saw the flight left, the agent came out with indifference. We knew he gave away seats, but he was absolutely not concerned about us. Especially this gate agent was the worst one ever. It is just sad airline treat customers this way.."
442,10,21,February,2022,First Class,Key West , Toronto , La Guardia    ,Couple Leisure,Canada,Not Verified ,"  Can't say enough wonderful things about the staff at Delta. Our day started as a nightmare due to not having covid PCR test results in time in order to fly back to Canada. The check-in rep, flight crew, and customer service team on the phone all went out of their way to help us find solutions to get home that day, and we couldn't have done it without you. Thank you so much to the Delta staff at all touch-points."
443,6,19,February,2022,Business Class,San Antonio , Philadelphia       ,Direct Flight,Solo Leisure,United States,Not Verified ,"  I purchased first class for my birthday trip on my way home I was in the airport (yes I had downloaded their app) they cancelled my flights and rebooked me for the next day with no notifications or emails or texts or phone calls. When I spoke to an agent they put my on another flight home in coach and had no clue where my luggage would end up. I made it home had to call customer service took 1.5 hours. All they are going to refund me is $60!! Do not fly Delta, worst airline."
444,1,17,February,2022,Premium Economy,Salt Lake City , Amsterdam      ,Direct Flight,Business,United States,Not Verified ,"  During these Covid times one would expect greater care for cleanliness, however I found that on getting to my seat in Delta One, the whole area was dirty. There were crumbs and bits of food all over the tray table and seat. What's worse is I wrote a complaint to Delta and never received a reply. I sent another message to them two months later and still no reply. As a Platinum frequent flier I am very disappointed in Delta. When you pay $10,000 for a one way flight I expect to be treated better. It seems they do not care about my business."
445,1,16,February,2022,First Class,Atlanta , San Francisco       ,Direct Flight,Solo Leisure,United States, Trip Verified ," It was terrible. They literally gave me the wrong gate number on the e-pass. Even worse is I had to rebook and miss work because these people have such slow customer service. I had to repeat my name at least 4 times to the guy at the help desk. I mean really these guys are the worst and honestly, I would never fly them again."
